WAVE,FLUX,ERR,SKYBACK
7089.9463,5.4441693E-16,7.279822E-18,1.0252307E-16
7094.162,5.4505E-16,7.273074E-18,1.00226365E-16
7098.3774,5.4355205E-16,7.24378E-18,9.413466E-17
7102.5933,5.4745195E-16,7.245972E-18,8.987834E-17
7106.8086,5.6095604E-16,7.308009E-18,9.0762724E-17
7111.024,5.6199175E-16,7.320182E-18,9.196714E-17
7115.2397,5.603381E-16,7.3264925E-18,9.667957E-17
7119.455,5.60985E-16,7.3490415E-18,1.0011982E-16
7123.6704,5.6829246E-16,7.374814E-18,9.867616E-17
7127.886,5.7492864E-16,7.4051855E-18,9.877889E-17
7132.1016,5.6459055E-16,7.387018E-18,1.06545614E-16
7136.3174,5.7571517E-16,7.4319845E-18,1.05751475E-16
7140.5327,5.668513E-16,7.37906E-18,1.0220742E-16
7144.748,5.859841E-16,7.457687E-18,1.00652674E-16
7148.964,5.7167747E-16,7.419806E-18,1.08929794E-16
7153.179,5.566074E-16,7.32221E-18,1.02465476E-16
7157.395,5.5960905E-16,7.2896615E-18,9.321529E-17
7161.6104,5.5997073E-16,7.302579E-18,1.0018531E-16
7165.8257,5.712621E-16,7.364746E-18,1.0402512E-16
7170.0415,5.5054166E-16,7.244298E-18,1.0290533E-16
7174.257,5.547982E-16,7.222952E-18,9.814417E-17
7178.472,5.450189E-16,7.1339654E-18,9.150166E-17
7182.688,5.4323987E-16,7.106706E-18,9.079296E-17
7186.9033,5.446667E-16,7.086059E-18,8.6664E-17
7191.119,5.3764617E-16,7.0572874E-18,8.6948296E-17
7195.3345,5.420088E-16,7.060774E-18,8.1470316E-17
7199.55,5.4486384E-16,7.093907E-18,8.334065E-17
7203.7656,5.4267416E-16,7.108943E-18,8.4784504E-17
7207.981,5.5252414E-16,7.193121E-18,8.807529E-17
7212.1963,5.3523985E-16,7.148709E-18,9.083478E-17
7216.412,5.33847E-16,7.1611805E-18,9.1601134E-17
7220.6274,5.1921E-16,7.135104E-18,1.0269089E-16
7224.8433,5.143589E-16,7.39307E-18,1.7834492E-16
7229.0586,5.107697E-16,7.67644E-18,2.6462283E-16
7233.274,4.9852526E-16,7.786733E-18,3.15233E-16
7237.4897,5.09138E-16,7.856375E-18,3.2434474E-16
7241.705,5.083765E-16,7.924636E-18,3.4552816E-16
7245.9204,5.194489E-16,7.903273E-18,3.2482403E-16
7250.136,5.077133E-16,7.563725E-18,2.4196912E-16
7254.3516,5.129937E-16,7.303927E-18,1.633996E-16
7258.5674,4.994259E-16,7.260861E-18,1.6759132E-16
7262.7827,5.098656E-16,7.5409275E-18,2.3008586E-16
7266.998,5.044236E-16,7.623116E-18,2.5823213E-16
7271.214,5.0646255E-16,7.761839E-18,2.9471196E-16
7275.429,5.099534E-16,7.786761E-18,2.9747784E-16
7279.6445,4.9236156E-16,7.741257E-18,3.0424778E-16
7283.8604,5.0375225E-16,7.612623E-18,2.5305128E-16
7288.0757,4.9534264E-16,7.353931E-18,1.9228556E-16
7292.2915,5.070537E-16,7.340245E-18,1.7259252E-16
7296.507,5.0150634E-16,7.25445E-18,1.5524632E-16
7300.722,4.905972E-16,7.413885E-18,2.0986773E-16
7304.938,4.8323637E-16,7.4888E-18,2.3866916E-16
7309.1533,5.14E-16,7.593899E-18,2.2687812E-16
7313.3687,4.9757426E-16,7.566566E-18,2.3836386E-16
7317.5845,5.071809E-16,7.654562E-18,2.4738418E-16
7321.8,5.184783E-16,7.699764E-18,2.4269098E-16
7326.0156,5.152175E-16,7.720198E-18,2.5207227E-16
7330.231,5.18618E-16,7.8287045E-18,2.75833E-16
7334.4463,4.8492086E-16,7.751427E-18,2.9532847E-16
7338.662,5.151868E-16,7.735128E-18,2.5068792E-16
7342.8774,5.1620824E-16,7.747004E-18,2.5210909E-16
7347.0933,5.052893E-16,7.698636E-18,2.5155515E-16
7351.3086,5.1022327E-16,7.510903E-18,1.9379668E-16
7355.524,5.1916963E-16,7.717099E-18,2.3918651E-16
7359.7397,5.0571234E-16,7.721861E-18,2.5617E-16
7363.955,5.114743E-16,7.709036E-18,2.4433647E-16
7368.1704,5.126779E-16,7.611082E-18,2.166976E-16
7372.386,5.2233044E-16,7.597455E-18,1.9787652E-16
7376.6016,5.145077E-16,7.523394E-18,1.8789249E-16
7380.8174,4.917058E-16,7.2398975E-18,1.4005055E-16
7385.0327,4.978954E-16,7.334441E-18,1.5698039E-16
7389.248,4.907695E-16,7.446704E-18,1.944636E-16
7393.464,5.03176E-16,7.517651E-18,1.9712774E-16
